"GEO_ID","NAME","C16001_001E","C16001_001M","C16001_002E","C16001_002M","C16001_003E","C16001_003M","C16001_004E","C16001_004M","C16001_005E","C16001_005M","C16001_006E","C16001_006M","C16001_007E","C16001_007M","C16001_008E","C16001_008M","C16001_009E","C16001_009M","C16001_010E","C16001_010M","C16001_011E","C16001_011M","C16001_012E","C16001_012M","C16001_013E","C16001_013M","C16001_014E","C16001_014M","C16001_015E","C16001_015M","C16001_016E","C16001_016M","C16001_017E","C16001_017M","C16001_018E","C16001_018M","C16001_019E","C16001_019M","C16001_020E","C16001_020M","C16001_021E","C16001_021M","C16001_022E","C16001_022M","C16001_023E","C16001_023M","C16001_024E","C16001_024M","C16001_025E","C16001_025M","C16001_026E","C16001_026M","C16001_027E","C16001_027M","C16001_028E","C16001_028M","C16001_029E","C16001_029M","C16001_030E","C16001_030M","C16001_031E","C16001_031M","C16001_032E","C16001_032M","C16001_033E","C16001_033M","C16001_034E","C16001_034M","C16001_035E","C16001_035M","C16001_036E","C16001_036M","C16001_037E","C16001_037M","C16001_038E","C16001_038M"
"0500000US06007","Butte County, California","218200","460","182995","3272","22655","2894","14732","2240","7923","2001","648","408","648","408","0","211","449","317","449","317","0","211","309","281","143","172","166","266","3039","1372","1992","783","1047","893","1203","884","923","773","280","252","957","643","436","411","521","389","23","38","0","211","23","38","522","265","315","193","207","185","4720","1429","2391","876","2329","982","0","211","0","211","0","211","680","559","599","545","81","136"
"0500000US06013","Contra Costa County, California","1085733","332","695126","11852","199831","7632","124866","6701","74965","5414","4511","1359","3996","1231","515","293","4196","1066","3605","1005","591","339","9079","2733","5848","2140","3231","1375","46846","5794","34520","4812","12326","2573","7913","2041","3716","1121","4197","1547","35725","4242","18662","2487","17063","3073","6673","2647","3831","2101","2842","1214","31687","5206","22492","4252","9195","2252","25066","3691","18784","2788","6282","1570","6015","2637","4635","2122","1380","813","13065","3856","10219","3024","2846","2017"
"0500000US06017","El Dorado County, California","182092","320","163096","2950","8973","1954","6140","1551","2833","1143","475","297","475","297","0","211","1300","818","1106","718","194","236","1186","719","757","464","429","435","2321","1309","1543","840","778","630","616","528","264","281","352","335","197","183","129","162","68","83","577","535","246","224","331","519","1589","1040","1072","907","517","458","1557","1013","783","532","774","575","205","201","205","201","0","211","0","211","0","211","0","211"
"0500000US06019","Fresno County, California","917114","480","495244","13950","322634","10895","189372","8685","133262","7726","1069","553","901","514","168","190","1668","807","1484","784","184","159","2276","1446","1637","1139","639","733","24074","5104","14590","3446","9484","3462","1405","834","1046","730","359","320","5434","1585","2802","1023","2632","968","2016","956","831","396","1185","818","9447","3113","6929","2653","2518","1127","39811","4451","23812","3384","15999","2181","6707","3892","2193","1500","4514","3408","5329","2185","4558","2106","771","660"
"0500000US06029","Kern County, California","827052","570","468692","10153","317486","10046","180673","9548","136813","8358","351","279","300","281","51","61","311","198","273","188","38","66","23","38","23","38","0","211","13910","4203","8089","2384","5821","2678","685","496","238","272","447","383","1853","925","1196","630","657","491","2026","1169","938","627","1088","686","10291","2489","5866","1931","4425","1579","7733","2387","3925","1294","3808","1554","1645","968","936","616","709","537","2046","1026","1471","895","575","489"
"0500000US06037","Los Angeles County, California","9503011","605","4098984","27039","3746931","18733","2291869","16593","1455062","18943","40004","4841","34241","4537","5763","1411","24636","2581","22483","2473","2153","623","70217","6402","40497","5007","29720","3133","370217","15353","227023","11987","143194","8451","179662","10115","70907","5350","108755","7073","392084","12178","159226","7168","232858","10253","73469","6178","32485","3198","40984","4356","233814","11953","162367","9359","71447","5438","160913","9335","95175","6951","65738","4821","45452","5548","28103","3996","17349","2925","66628","6233","49657","4693","16971","3606"
"0500000US06041","Marin County, California","248162","137","195102","3853","27519","2910","15262","2763","12257","2678","3502","1693","2491","1101","1011","953","1759","656","1724","657","35","60","1642","1144","1303","846","339","456","7250","2083","5793","2079","1457","601","408","314","0","211","408","314","4712","1735","2404","820","2308","1077","1250","963","626","722","624","598","911","486","533","450","378","238","2620","1088","1824","925","796","488","729","580","547","484","182","306","758","749","506","602","252","245"
"0500000US06053","Monterey County, California","404820","258","172921","5688","203319","4825","100729","6013","102590","5055","693","382","566","380","127","168","1855","780","1726","757","129","126","1435","667","892","483","543","395","5184","1923","3253","1270","1931","1323","2956","1272","1688","1168","1268","524","2421","981","1600","816","821","413","2056","1039","699","424","1357","961","3854","1141","1995","803","1859","838","3750","1146","1805","571","1945","844","2412","1496","2014","1350","398","284","1964","1907","296","332","1668","1897"
"0500000US06055","Napa County, California","132450","173","85364","2697","35396","2304","17008","2339","18388","2527","624","411","464","359","160","202","533","327","533","327","0","211","268","274","101","97","167","248","2620","1363","1487","738","1133","748","240","229","122","121","118","135","803","401","353","270","450","318","0","211","0","211","0","211","5445","1154","3233","906","2212","887","637","405","419","277","218","221","263","365","123","198","140","175","257","224","209","190","48","67"
"0500000US06059","Orange County, California","2998544","524","1635291","18575","743568","13899","459564","10283","284004","10587","9696","1918","8522","1850","1174","559","11747","3030","10729","2981","1018","507","14735","3135","11162","2472","3573","1160","92799","9614","66729","7263","26070","4278","69932","7092","29909","3890","40023","4567","88191","7307","43670","4377","44521","4410","193206","8538","75648","5685","117558","6482","48944","6645","36051","5137","12893","2619","55301","6807","35916","5382","19385","3261","25486","5090","17196","3770","8290","3002","9648","2075","7854","1929","1794","746"
"0500000US06061","Placer County, California","372901","282","311160","5122","26552","3762","21212","3119","5340","1654","1295","661","1194","656","101","117","1418","537","1112","446","306","241","4301","1448","2963","1147","1338","694","11991","3073","8956","2303","3035","1231","822","636","204","205","618","472","3129","1205","1883","740","1246","589","1858","967","905","538","953","537","4702","2135","3806","2003","896","595","2835","1289","1542","603","1293","1055","1616","1402","1408","1377","208","207","1222","858","1194","842","28","55"
"0500000US06065","Riverside County, California","2292347","564","1331162","16693","797557","15819","496011","13112","301546","9556","4397","1129","3508","979","889","503","5100","1159","4498","1120","602","347","5653","2142","4432","2101","1221","458","28631","4487","20493","3886","8138","2012","8652","2441","3951","1399","4701","1353","20265","3818","9615","2180","10650","2810","16428","3780","7971","2017","8457","2256","40767","5194","29294","4423","11473","2150","17865","3359","10770","2374","7095","1780","8663","2504","4971","1628","3692","1391","7207","2684","5573","1949","1634","1199"
"0500000US06067","Sacramento County, California","1442121","580","951988","14334","203954","8417","139321","6353","64633","5020","3071","1117","2683","959","388","305","2824","1052","2498","1036","326","214","42750","6399","25474","4301","17276","3309","76569","9042","45254","6053","31315","5081","3959","1057","1521","615","2438","993","35664","4761","14413","2560","21251","3621","27218","5835","12248","3077","14970","3295","32039","4661","22499","3891","9540","2241","46632","5058","27575","3269","19057","3256","10026","3627","5119","2069","4907","2459","5427","1667","4375","1460","1052","563"
"0500000US06071","San Bernardino County, California","2016896","609","1132479","16669","733479","15085","497153","12949","236326","8633","3009","1143","2518","1052","491","312","2710","900","2569","923","141","146","1692","828","1030","674","662","425","18216","3221","12227","2415","5989","2202","14259","3720","6269","2169","7990","2050","33626","4706","14642","2724","18984","3260","11439","2486","5593","1699","5846","1512","29355","5125","20717","3536","8638","2257","18743","3050","11745","2686","6998","1469","11137","2832","6374","1855","4763","1938","6752","2190","5051","1783","1701","880"
"0500000US06073","San Diego County, California","3135594","757","1942240","20682","780152","16807","512404","13533","267748","10993","11132","2306","10307","2151","825","457","10401","1973","9438","1972","963","449","16915","3630","10440","2379","6475","2091","65840","7755","47810","5682","18030","4062","13609","3435","7028","1982","6581","2317","52305","6556","28456","4490","23849","3373","45892","5500","17535","2946","28357","3803","95359","7534","63831","6163","31528","3843","46485","6340","27037","3802","19448","4859","26129","4543","13700","3367","12429","2711","29135","4978","17524","3757","11611","2584"
"0500000US06075","San Francisco County, California","843687","343","497250","9190","85225","4315","56919","3832","28306","3761","7292","1712","6718","1656","574","308","4287","1209","4004","1168","283","205","10094","2341","5929","1619","4165","1440","23165","4275","20107","3630","3058","1164","5693","1610","2690","847","3003","1353","151952","7780","61111","4880","90841","5873","10302","2903","3166","998","7136","2336","22471","4938","13773","3599","8698","2269","16863","3100","11094","2374","5769","1738","4674","1983","3288","1556","1386","981","4419","1581","3938","1601","481","349"
"0500000US06077","San Joaquin County, California","699713","215","417359","9718","179521","7465","104693","5541","74828","4601","544","316","507","313","37","61","1014","489","963","481","51","86","544","550","321","327","223","262","34714","6205","20242","4206","14472","3387","1332","875","680","477","652","709","9125","3571","3759","1816","5366","2154","5928","2345","2476","1324","3452","1348","20004","4188","10409","2351","9595","2981","26104","5798","16720","4927","9384","2346","3027","1934","1713","1031","1314","1030","497","355","477","354","20","37"
"0500000US06079","San Luis Obispo County, California","270797","609","219904","5608","37050","4512","23849","3361","13201","2312","853","439","708","406","145","172","1741","842","1615","807","126","152","2308","1758","1578","1279","730","872","2338","1095","2056","1001","282","334","825","900","54","95","771","880","1777","884","1329","703","448","593","988","1003","690","701","298","338","1154","783","531","457","623","477","628","396","167","176","461","309","513","403","474","410","39","64","718","535","662","531","56","95"
"0500000US06081","San Mateo County, California","726526","399","393757","8060","131510","5194","79931","5232","51579","4936","6002","1541","5140","1368","862","460","5175","1487","4813","1379","362","289","10133","2021","7342","1757","2791","812","29126","4398","23569","3637","5557","1465","3975","1319","2256","906","1719","784","69746","4903","37629","3028","32117","3334","2463","877","1530","633","933","492","50273","5237","31451","3761","18822","3032","16843","2603","11028","1830","5815","1650","4509","1486","3796","1355","713","487","3014","1412","2559","1148","455","403"
"0500000US06083","Santa Barbara County, California","419063","363","247368","6278","140168","5831","78661","4837","61507","5266","3147","1140","2899","1109","248","328","2525","1120","2135","857","390","459","2090","1097","1344","674","746","815","4984","1311","4057","1076","927","673","752","466","337","231","415","406","6357","1298","3403","982","2954","827","1285","898","888","586","397","429","3646","1031","1971","677","1675","771","3288","1008","1804","697","1484","674","1125","552","617","445","508","389","2328","989","2004","930","324","291"
"0500000US06085","Santa Clara County, California","1822697","822","856183","14213","320676","9575","206319","8103","114357","7670","10634","2136","9134","1850","1500","583","9986","1820","9154","1798","832","399","23029","3865","14591","3079","8438","1860","125869","9293","99550","7239","26319","4335","25413","3208","15486","2442","9927","1743","170758","8477","94109","5143","76649","5491","117542","7557","44806","3989","72736","4926","49498","5534","32665","4163","16833","2899","88059","8134","69106","6818","18953","2765","8574","2600","7721","2400","853","462","16476","3200","11885","2581","4591","1380"
"0500000US06087","Santa Cruz County, California","260588","306","170904","4967","73410","4049","39881","4613","33529","4482","1168","656","1138","662","30","51","1188","491","1092","514","96","170","960","767","852","746","108","131","3397","1103","2987","1049","410","238","545","382","229","174","316","367","3396","1292","1722","711","1674","940","676","326","611","311","65","98","941","737","803","614","138","209","1924","751","1672","696","252","207","672","813","546","659","126","168","1407","967","1389","964","18","31"
"0500000US06095","Solano County, California","419816","136","291632","5906","74344","4601","49529","4031","24815","2188","812","525","538","450","274","306","775","358","636","353","139","119","1665","889","1253","658","412","381","5205","1640","3486","1258","1719","703","1264","702","493","443","771","449","4257","1470","2484","1148","1773","766","1407","782","660","469","747","436","29919","3293","19175","2394","10744","2250","7530","2110","4801","1516","2729","1073","232","196","141","167","91","110","774","434","533","356","241","194"
"0500000US06097","Sonoma County, California","475351","548","350874","6087","97770","5112","53851","4422","43919","4805","1407","550","1108","444","299","231","2221","820","2161","814","60","80","2417","1011","1767","697","650","607","6107","1598","4148","1205","1959","966","701","597","478","425","223","258","2554","925","1190","691","1364","605","1998","1178","1123","815","875","690","3114","1113","2466","921","648","433","4029","1438","2154","1008","1875","780","1128","1082","998","925","130","218","1031","693","433","291","598","590"
"0500000US06099","Stanislaus County, California","511287","458","294810","7938","169364","6736","116382","5914","52982","4196","885","633","680","516","205","239","1980","803","1752","721","228","209","261","240","120","153","141","188","20624","4146","12362","3214","8262","1838","195","208","129","210","66","84","2324","1062","990","594","1334","931","1977","1306","606","400","1371","1011","2998","1483","2565","1404","433","271","7388","2946","4133","1779","3255","1532","2093","1747","1383","1195","710","652","6388","2152","3341","1258","3047","1297"
"0500000US06107","Tulare County, California","430362","553","212723","7073","200189","6993","100409","6633","99780","6992","45","109","45","109","0","211","749","413","712","410","37","65","52","72","40","66","12","27","5886","2326","3459","1640","2427","1113","186","235","62","91","124","210","973","847","377","448","596","518","179","294","0","211","179","294","1487","652","860","520","627","295","6696","2195","3244","1333","3452","1437","186","247","138","226","48","98","1011","770","515","500","496","430"
"0500000US06111","Ventura County, California","801251","223","492612","8070","242656","7458","143110","6906","99546","5984","1861","716","1726","702","135","137","3612","1118","2751","915","861","660","1842","686","1290","588","552","385","13716","3298","9745","2254","3971","1635","3126","1649","991","480","2135","1293","8086","1714","3763","1117","4323","1187","5969","1889","2238","1010","3731","1526","11114","2028","7373","1929","3741","1008","6939","1824","4478","1281","2461","873","2625","1329","1192","646","1433","1184","7093","3672","3583","2174","3510","1878"
"0500000US06113","Yolo County, California","207526","583","130716","5180","44682","3864","31297","3077","13385","2410","536","386","428","423","108","117","464","318","408","287","56","93","6013","1941","3426","1168","2587","1230","5654","1579","3989","1158","1665","768","1427","1012","808","600","619","475","11881","2027","6236","1381","5645","1353","901","451","721","360","180","250","1353","597","1301","598","52","88","3124","1139","1411","667","1713","915","41","74","41","74","0","211","734","899","528","672","206","235"
"0500000US08001","Adams County, Colorado","475762","187","338561","7935","113135","6930","65987","5433","47148","4580","1625","1223","1259","885","366","418","731","377","731","377","0","204","3057","1734","2176","1207","881","676","6843","2375","3496","1726","3347","1646","185","209","0","204","185","209","1036","769","206","226","830","658","2490","1183","1083","574","1407","749","532","555","349","403","183","208","4137","1683","2301","975","1836","1303","444","505","268","413","176","287","2986","1517","1944","1199","1042","740"
"0500000US08005","Arapahoe County, Colorado","611213","3","469743","7107","76955","5121","50881","4542","26074","3003","5399","2413","3809","1684","1590","1495","2856","826","2188","730","668","413","7812","1935","4662","1396","3150","1163","11149","2613","7966","1922","3183","1099","5607","1909","2852","1460","2755","988","5324","1770","2310","903","3014","1282","3096","1500","1582","931","1514","920","614","417","395","270","219","218","7614","2225","5473","1700","2141","1236","3853","1597","2482","1157","1371","713","11191","2714","6003","1754","5188","1665"
"0500000US08013","Boulder County, Colorado","311600","263","263868","3683","27586","2544","18938","2234","8648","1930","1274","676","1269","676","5","13","2244","903","2043","852","201","235","1651","807","1288","667","363","348","4576","1476","3528","1154","1048","549","1106","670","859","540","247","261","4139","1107","1980","745","2159","787","468","434","272","274","196","219","86","136","86","136","0","204","2261","804","1798","830","463","361","1000","865","805","851","195","239","1341","1113","1235","1097","106","122"
"0500000US08031","Denver County, Colorado","673737","294","504716","8011","127890","6378","78806","5665","49084","5810","3543","1661","2328","957","1215","866","2489","1084","2489","1084","0","204","4005","1483","2802","990","1203","758","5368","1590","3708","1077","1660","837","837","615","366","444","471","440","2839","1167","1790","897","1049","792","5122","1822","1882","872","3240","1366","1133","661","850","518","283","212","4449","1842","2809","1469","1640","733","6096","3018","3831","2107","2265","1234","5250","2014","3291","1346","1959","922"
"0500000US08035","Douglas County, Colorado","322583","474","292807","2976","11493","2305","9300","2024","2193","1002","1229","855","874","600","355","413","1562","605","1278","477","284","275","1201","628","1036","582","165","155","5782","1656","5135","1562","647","449","861","507","447","308","414","293","2241","1128","1151","689","1090","625","977","730","453","332","524","428","655","565","325","351","330","336","2954","1057","2637","946","317","292","76","126","76","126","0","204","745","560","702","545","43","69"
"0500000US08041","El Paso County, Colorado","665615","743","588689","6273","49933","5261","33959","4009","15974","3609","1221","485","1147","446","74","121","4500","1291","3553","988","947","530","1377","792","1042","742","335","316","5126","1790","4093","1434","1033","787","3361","935","895","486","2466","829","1393","706","529","349","864","616","733","638","256","236","477","604","2816","1002","2420","945","396","347","3243","1055","1794","825","1449","625","309","384","151","250","158","192","2914","1404","2288","1129","626","659"
"0500000US08059","Jefferson County, Colorado","550120","470","494799","6257","32575","5210","24468","4150","8107","2190","1428","605","1183","577","245","273","2182","874","1830","767","352","279","3643","1446","2790","1261","853","452","4342","1220","3113","1013","1229","548","773","533","429","421","344","276","2403","1065","1367","632","1036","643","2873","1504","1847","1099","1026","618","527","467","494","420","33","61","2306","1049","1624","900","682","364","174","165","76","120","98","113","2095","1194","1890","1120","205","200"
"0500000US08069","Larimer County, Colorado","332213","591","296065","4047","21012","2639","14281","2280","6731","2064","1737","869","1364","720","373","329","3206","1290","2016","645","1190","1138","969","607","704","562","265","308","3102","1334","2562","1175","540","382","459","376","342","345","117","141","832","554","413","346","419","315","523","413","47","82","476","411","126","198","0","204","126","198","2429","1137","1918","1152","511","353","1356","1489","862","1006","494","655","397","380","323","352","74","127"
"0500000US08123","Weld County, Colorado","291476","458","234446","4447","47758","4226","35199","3567","12559","1954","746","407","504","241","242","231","1121","525","1081","521","40","65","352","230","315","205","37","62","510","320","490","318","20","34","628","720","505","707","123","153","280","226","268","224","12","21","697","682","273","308","424","395","129","153","88","142","41","68","2489","1132","1280","670","1209","533","164","276","164","276","0","204","2156","1257","1493","886","663","437"
"0500000US09001","Fairfield County, Connecticut","892049","175","632411","9328","144732","5248","74538","4465","70194","5017","19316","3933","12530","3030","6786","2100","4377","1310","3876","1261","501","328","13184","2487","6746","1329","6438","1834","46868","5325","30872","3679","15996","3535","1644","765","1234","648","410","342","10780","2248","5880","1299","4900","1625","1741","956","705","471","1036","611","2012","981","1459","783","553","467","7938","1908","5756","1548","2182","904","2433","1468","1760","1187","673","498","4613","1802","3861","1593","752","559"
"0500000US09003","Hartford County, Connecticut","844940","225","629676","7631","107177","4490","65085","3964","42092","3378","10376","2353","7187","1624","3189","1417","1847","760","1597","625","250","250","26382","4339","14791","2884","11591","2497","36774","5085","25397","4216","11377","2084","784","469","205","187","579","369","4195","1529","2984","1201","1211","644","2657","1107","804","446","1853","921","1101","722","670","597","431","365","12569","2632","9189","2242","3380","1167","1894","1026","1409","804","485","353","9508","2786","7425","2491","2083","890"
"0500000US09007","Middlesex County, Connecticut","156413","514","140613","2707","4273","1004","2898","922","1375","912","1445","822","1161","766","284","265","827","631","564","524","263","234","2092","1486","1925","1468","167","212","4872","1519","3100","1240","1772","1023","46","70","46","70","0","207","559","447","284","283","275","324","77","122","77","122","0","207","34","66","0","207","34","66","751","445","499","345","252","321","243","295","159","176","84","142","581","503","581","503","0","207"
"0500000US09009","New Haven County, Connecticut","813633","5","636968","7191","103845","4311","64548","4119","39297","3301","4921","1851","3556","1337","1365","1011","1324","495","1200","478","124","120","6638","1689","4339","1246","2299","823","31377","4032","19392","3002","11985","2398","2853","1643","1900","1573","953","583","6974","1834","3911","1011","3063","1265","1865","988","947","511","918","585","875","498","667","446","208","196","3834","1561","2425","1001","1409","844","4459","1607","2715","1177","1744","1169","7700","3178","6583","3221","1117","956"
